id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	Germ.PGC|Germ.PGC	Germ.PGC|Somatic.OSE	Germ.PGC|Somatic.preGC_IIa	Somatic.OSE|Germ.PGC	Somatic.OSE|Somatic.OSE	Somatic.OSE|Somatic.preGC_IIa	Somatic.preGC_IIa|Germ.PGC	Somatic.preGC_IIa|Somatic.OSE	Somatic.preGC_IIa|Somatic.preGC_IIa	Germ.oogonia_STRA8|Germ.oogonia_STRA8	Germ.oogonia_STRA8|Germ.oogonia_meiotic	Germ.oogonia_STRA8|Somatic.preGC_IIb	Germ.oogonia_meiotic|Germ.oogonia_STRA8	Germ.oogonia_meiotic|Germ.oogonia_meiotic	Germ.oogonia_meiotic|Somatic.preGC_IIb	Somatic.preGC_IIb|Germ.oogonia_STRA8	Somatic.preGC_IIb|Germ.oogonia_meiotic	Somatic.preGC_IIb|Somatic.preGC_IIb	Germ.oocyte|Germ.oocyte	Germ.oocyte|Somatic.granulosa	Somatic.granulosa|Germ.oocyte	Somatic.granulosa|Somatic.granulosa
CPI-CC0E67ABF53	GABA_byGAD1_and_SLC6A11_GABA-A_a6b3g2S_complex	complex:GABA_byGAD1_and_SLC6A11	complex:GABA-A_a6b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.3639999999999999																						
CPI-CC00289F31E	GABA_byGAD1_and_SLC6A12_GABA-A_a6b3g2S_complex	complex:GABA_byGAD1_and_SLC6A12	complex:GABA-A_a6b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.3639999999999999																						
CPI-CC040318B79	GABA_byGAD1_and_SLC6A13_GABA-A_a6b3g2S_complex	complex:GABA_byGAD1_and_SLC6A13	complex:GABA-A_a6b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.3639999999999999																						
CPI-CC00289947C	GABA_byGAD1_and_SLC6A6_GABA-A_a6b3g2S_complex	complex:GABA_byGAD1_and_SLC6A6	complex:GABA-A_a6b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.3639999999999999																						
CPI-CC03526B5EE	GABA_byGAD1_and_SLC6A8_GABA-A_a6b3g2S_complex	complex:GABA_byGAD1_and_SLC6A8	complex:GABA-A_a6b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.3639999999999999																						
CPI-CC036118540	GABA_byGAD2_and_SLC32A1_GABA-A_a6b3g2S_complex	complex:GABA_byGAD2_and_SLC32A1	complex:GABA-A_a6b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.3639999999999999																						
CPI-CC0B15D50A3	GABA_byGAD2_and_SLC6A1_GABA-A_a6b3g2S_complex	complex:GABA_byGAD2_and_SLC6A1	complex:GABA-A_a6b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.3639999999999999																						
CPI-CC0BCA2ED1E	GABA_byGAD2_and_SLC6A11_GABA-A_a6b3g2S_complex	complex:GABA_byGAD2_and_SLC6A11	complex:GABA-A_a6b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.3639999999999999																						
CPI-CC0D2769925	GABA_byGAD2_and_SLC6A12_GABA-A_a6b3g2S_complex	complex:GABA_byGAD2_and_SLC6A12	complex:GABA-A_a6b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.3639999999999999																						
CPI-CC00F8AC4E4	GABA_byGAD2_and_SLC6A13_GABA-A_a6b3g2S_complex	complex:GABA_byGAD2_and_SLC6A13	complex:GABA-A_a6b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.3639999999999999																						
CPI-CC01D5E0271	GABA_byGAD2_and_SLC6A6_GABA-A_a6b3g2S_complex	complex:GABA_byGAD2_and_SLC6A6	complex:GABA-A_a6b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.3639999999999999																						
CPI-SS00C33AA55	GIP_GIPR	simple:P09681	simple:P48546	GIP	GIPR	True	False	True	curated	False	Ligand-Receptor	Signaling by Gastrin	1.3639999999999999																						
CPI-SS07AF9303D	GRP_GRPR	simple:P07492	simple:P30550	GRP	GRPR	True	False	True	curated	False	Ligand-Receptor	Signaling by Gastrin	1.3639999999999999																						
CPI-SS0B9B66F8E	NMB_GRPR	simple:P08949	simple:P30550	NMB	GRPR	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuromedin	1.3639999999999999																						
CPI-SS0E0E14A93	GRP_NMBR	simple:P07492	simple:P28336	GRP	NMBR	True	False	True	curated	False	Ligand-Receptor	Signaling by Gastrin	1.3639999999999999																						
CPI-CS0E765613E	Glutamate_byGLS_and_SLC1A3_GRIA2	complex:Glutamate_byGLS_and_SLC1A3	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0D4790CB0	Glutamate_byGLS_and_SLC1A6_GRIA2	complex:Glutamate_byGLS_and_SLC1A6	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS033CD7688	Glutamate_byGLS_and_SLC1A7_GRIA2	complex:Glutamate_byGLS_and_SLC1A7	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS07CF0C9B9	Glutamate_byGLS2_and_SLC17A7_GRIA2	complex:Glutamate_byGLS2_and_SLC17A7	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS037E61225	Glutamate_byGLS2_and_SLC17A8_GRIA2	complex:Glutamate_byGLS2_and_SLC17A8	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0E5DBD27E	Glutamate_byGLS2_and_SLC1A1_GRIA2	complex:Glutamate_byGLS2_and_SLC1A1	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS07040A8BB	Glutamate_byGLS2_and_SLC1A2_GRIA2	complex:Glutamate_byGLS2_and_SLC1A2	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0D028DAA4	Glutamate_byGLS2_and_SLC1A3_GRIA2	complex:Glutamate_byGLS2_and_SLC1A3	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS096A4BF1B	Glutamate_byGLS2_and_SLC1A6_GRIA2	complex:Glutamate_byGLS2_and_SLC1A6	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS094923202	Glutamate_byGLS2_and_SLC1A7_GRIA2	complex:Glutamate_byGLS2_and_SLC1A7	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS09715A1FF	Glutamate_byGLS_and_SLC17A7_GRIA3	complex:Glutamate_byGLS_and_SLC17A7	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0CC66DA88	Glutamate_byGLS_and_SLC17A8_GRIA3	complex:Glutamate_byGLS_and_SLC17A8	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0921FDCC0	Glutamate_byGLS_and_SLC1A1_GRIA3	complex:Glutamate_byGLS_and_SLC1A1	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS07BBA568D	Glutamate_byGLS_and_SLC1A2_GRIA3	complex:Glutamate_byGLS_and_SLC1A2	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0692512DE	Glutamate_byGLS_and_SLC1A3_GRIA3	complex:Glutamate_byGLS_and_SLC1A3	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS00BBBEE62	Glutamate_byGLS_and_SLC1A2_GRIA2	complex:Glutamate_byGLS_and_SLC1A2	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0785280EB	Glutamate_byGLS_and_SLC1A7_GRIA3	complex:Glutamate_byGLS_and_SLC1A7	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0D893EB03	Glutamate_byGLS_and_SLC1A1_GRIA2	complex:Glutamate_byGLS_and_SLC1A1	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS00CF3D781	Glutamate_byGLS_and_SLC17A7_GRIA2	complex:Glutamate_byGLS_and_SLC17A7	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-SS0EAF7B072	NMB_NMBR	simple:P08949	simple:P28336	NMB	NMBR	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuromedin	1.3639999999999999																						
CPI-CS05A9AB39B	Glutamate_byGLS_and_SLC17A7_GRIA1	complex:Glutamate_byGLS_and_SLC17A7	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS060E6DE65	Glutamate_byGLS_and_SLC17A8_GRIA1	complex:Glutamate_byGLS_and_SLC17A8	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0D5D712A6	Glutamate_byGLS_and_SLC1A1_GRIA1	complex:Glutamate_byGLS_and_SLC1A1	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS03487854B	Glutamate_byGLS_and_SLC1A2_GRIA1	complex:Glutamate_byGLS_and_SLC1A2	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0FC6DD1EA	Glutamate_byGLS_and_SLC1A3_GRIA1	complex:Glutamate_byGLS_and_SLC1A3	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0AC140137	Glutamate_byGLS_and_SLC1A6_GRIA1	complex:Glutamate_byGLS_and_SLC1A6	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS075A67A85	Glutamate_byGLS_and_SLC1A7_GRIA1	complex:Glutamate_byGLS_and_SLC1A7	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0D1727332	Glutamate_byGLS2_and_SLC17A7_GRIA1	complex:Glutamate_byGLS2_and_SLC17A7	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0B9399ADE	Glutamate_byGLS2_and_SLC17A8_GRIA1	complex:Glutamate_byGLS2_and_SLC17A8	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0933776AC	Glutamate_byGLS2_and_SLC1A1_GRIA1	complex:Glutamate_byGLS2_and_SLC1A1	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS084C627C7	Glutamate_byGLS2_and_SLC1A2_GRIA1	complex:Glutamate_byGLS2_and_SLC1A2	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS02435169C	Glutamate_byGLS2_and_SLC1A3_GRIA1	complex:Glutamate_byGLS2_and_SLC1A3	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0C04EA74D	Glutamate_byGLS2_and_SLC1A6_GRIA1	complex:Glutamate_byGLS2_and_SLC1A6	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS03168613A	Glutamate_byGLS2_and_SLC1A7_GRIA1	complex:Glutamate_byGLS2_and_SLC1A7	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0A7A0DFA4	Glutamate_byGLS_and_SLC17A8_GRIA2	complex:Glutamate_byGLS_and_SLC17A8	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0476711B8	Glutamate_byGLS_and_SLC17A7_Glutamate_Kainate_2_4_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_Kainate_2_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC052F5C918	Glutamate_byGLS_and_SLC1A1_Glutamate_Kainate_2_4_complex	complex:Glutamate_byGLS_and_SLC1A1	complex:Glutamate_Kainate_2_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0D02A5FE5	Glutamate_byGLS_and_SLC1A2_Glutamate_Kainate_2_4_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_Kainate_2_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0222B6286	Glutamate_byGLS_and_SLC1A2_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC036772033	Glutamate_byGLS_and_SLC1A3_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC05B3DB330	Glutamate_byGLS_and_SLC1A6_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0AD6F0571	Glutamate_byGLS_and_SLC1A7_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS_and_SLC1A7	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0F0E50ABC	Glutamate_byGLS2_and_SLC17A7_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS2_and_SLC17A7	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC00A4CC26C	Glutamate_byGLS2_and_SLC17A8_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS2_and_SLC17A8	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-SS0DC2DD9D7	THPO_MPL	simple:P40225	simple:P40238	THPO	MPL	True	False	True	curated	False	Ligand-Receptor		1.3639999999999999																						
CPI-CC01F8CA118	Glutamate_byGLS2_and_SLC1A1_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS2_and_SLC1A1	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0BB3C6CB3	Glutamate_byGLS2_and_SLC1A3_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS2_and_SLC1A3	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC00F5F0266	Glutamate_byGLS2_and_SLC1A6_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS2_and_SLC1A6	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0F83E11EB	Glutamate_byGLS2_and_SLC1A7_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS2_and_SLC1A7	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0B3CE8661	Glutamate_byGLS_and_SLC17A7_Glutamate_NMDA_1_2D_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_NMDA_1_2D_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC00FE16546	Glutamate_byGLS_and_SLC17A8_Glutamate_NMDA_1_2D_complex	complex:Glutamate_byGLS_and_SLC17A8	complex:Glutamate_NMDA_1_2D_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC037A4383F	Glutamate_byGLS_and_SLC1A1_Glutamate_NMDA_1_2D_complex	complex:Glutamate_byGLS_and_SLC1A1	complex:Glutamate_NMDA_1_2D_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0AC55FB5B	Glutamate_byGLS2_and_SLC1A2_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS2_and_SLC1A2	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC07BE1B308	Glutamate_byGLS_and_SLC17A8_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS_and_SLC17A8	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC09A13B23F	Glutamate_byGLS_and_SLC17A7_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC02DBB58E9	Glutamate_byGLS2_and_SLC1A7_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS2_and_SLC1A7	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC064FD0FE9	Glutamate_byGLS2_and_SLC1A6_Glutamate_NMDA_1_2A_complex	complex:Glutamate_byGLS2_and_SLC1A6	complex:Glutamate_NMDA_1_2A_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC068956044	Glutamate_byGLS2_and_SLC1A7_Glutamate_NMDA_1_2A_complex	complex:Glutamate_byGLS2_and_SLC1A7	complex:Glutamate_NMDA_1_2A_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0F0C48A55	Glutamate_byGLS_and_SLC17A7_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC014C4FF5F	Glutamate_byGLS_and_SLC17A8_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS_and_SLC17A8	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC05708A400	Glutamate_byGLS_and_SLC1A1_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS_and_SLC1A1	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0DCE246DF	Glutamate_byGLS_and_SLC1A2_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0E366FBD5	Glutamate_byGLS_and_SLC1A3_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0664821F8	Glutamate_byGLS_and_SLC1A6_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC02CD61933	Glutamate_byGLS_and_SLC1A7_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS_and_SLC1A7	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0B845D70B	Glutamate_byGLS2_and_SLC17A7_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS2_and_SLC17A7	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC084ABBDE8	Glutamate_byGLS2_and_SLC17A8_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS2_and_SLC17A8	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC01F565028	Glutamate_byGLS2_and_SLC1A1_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS2_and_SLC1A1	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0C109D7DD	Glutamate_byGLS2_and_SLC1A2_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS2_and_SLC1A2	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC09EB70913	Glutamate_byGLS2_and_SLC1A3_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS2_and_SLC1A3	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC04A0FDD1C	Glutamate_byGLS2_and_SLC1A6_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS2_and_SLC1A6	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC0DD99C42B	Glutamate_byGLS_and_SLC1A2_Glutamate_NMDA_1_2D_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_NMDA_1_2D_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC016C39E1C	Glutamate_byGLS_and_SLC1A3_Glutamate_NMDA_1_2D_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_NMDA_1_2D_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC002EFE61E	Glutamate_byGLS_and_SLC1A6_Glutamate_NMDA_1_2D_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_NMDA_1_2D_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CC054692E80	Glutamate_byGLS_and_SLC1A7_Glutamate_NMDA_1_2D_complex	complex:Glutamate_byGLS_and_SLC1A7	complex:Glutamate_NMDA_1_2D_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0C7C7DD02	Glutamate_byGLS2_and_SLC1A6_GRM1	complex:Glutamate_byGLS2_and_SLC1A6	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0AF8F897B	Glutamate_byGLS2_and_SLC1A7_GRM1	complex:Glutamate_byGLS2_and_SLC1A7	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS046DB98C7	Glutamate_byGLS_and_SLC17A7_GRM2	complex:Glutamate_byGLS_and_SLC17A7	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS00F7ADF6B	Glutamate_byGLS_and_SLC17A8_GRM2	complex:Glutamate_byGLS_and_SLC17A8	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS099892F99	Glutamate_byGLS_and_SLC1A1_GRM2	complex:Glutamate_byGLS_and_SLC1A1	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS08C7956BD	Glutamate_byGLS_and_SLC1A2_GRM2	complex:Glutamate_byGLS_and_SLC1A2	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS077A43ACD	Glutamate_byGLS_and_SLC1A3_GRM2	complex:Glutamate_byGLS_and_SLC1A3	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0CD4875F8	Glutamate_byGLS_and_SLC1A6_GRM2	complex:Glutamate_byGLS_and_SLC1A6	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0CA04CA30	Glutamate_byGLS_and_SLC1A7_GRM2	complex:Glutamate_byGLS_and_SLC1A7	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0EC77FC9C	Glutamate_byGLS2_and_SLC17A7_GRM2	complex:Glutamate_byGLS2_and_SLC17A7	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS090CDDA91	Glutamate_byGLS2_and_SLC17A8_GRM2	complex:Glutamate_byGLS2_and_SLC17A8	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0286AF8D6	Glutamate_byGLS2_and_SLC1A1_GRM2	complex:Glutamate_byGLS2_and_SLC1A1	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0916EF39D	Glutamate_byGLS2_and_SLC1A2_GRM2	complex:Glutamate_byGLS2_and_SLC1A2	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS07C63C8BC	Glutamate_byGLS2_and_SLC1A3_GRM2	complex:Glutamate_byGLS2_and_SLC1A3	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS0BC3D8A73	Glutamate_byGLS2_and_SLC1A6_GRM2	complex:Glutamate_byGLS2_and_SLC1A6	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
CPI-CS09CF4D275	Glutamate_byGLS2_and_SLC1A3_GRM1	complex:Glutamate_byGLS2_and_SLC1A3	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.3639999999999999																						
