id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Germ.PGC|Germ.PGC	Germ.PGC|Somatic.OSE	Germ.PGC|Somatic.preGC_IIa	Somatic.OSE|Germ.PGC	Somatic.OSE|Somatic.OSE	Somatic.OSE|Somatic.preGC_IIa	Somatic.preGC_IIa|Germ.PGC	Somatic.preGC_IIa|Somatic.OSE	Somatic.preGC_IIa|Somatic.preGC_IIa	Germ.oogonia_STRA8|Germ.oogonia_STRA8	Germ.oogonia_STRA8|Germ.oogonia_meiotic	Germ.oogonia_STRA8|Somatic.preGC_IIb	Germ.oogonia_meiotic|Germ.oogonia_STRA8	Germ.oogonia_meiotic|Germ.oogonia_meiotic	Germ.oogonia_meiotic|Somatic.preGC_IIb	Somatic.preGC_IIb|Germ.oogonia_STRA8	Somatic.preGC_IIb|Germ.oogonia_meiotic	Somatic.preGC_IIb|Somatic.preGC_IIb	Germ.oocyte|Germ.oocyte	Germ.oocyte|Somatic.granulosa	Somatic.granulosa|Germ.oocyte	Somatic.granulosa|Somatic.granulosa
CPI-CS0F34D034A	integrin_aVb1_complex_ADGRE2	complex:integrin_aVb1_complex	simple:Q9UHX3		ADGRE2	False	False	True	curated	True	Ligand-Receptor	Signaling by Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.019	0.0	0.097	0.096	0.0	0.148	0.148	0.0	0.0	0.141	0.0	0.362
CPI-CS079C9111D	integrin_aVb3_complex_ADGRE2	complex:integrin_aVb3_complex	simple:Q9UHX3		ADGRE2	False	False	True	curated	True	Ligand-Receptor	Signaling by Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.014	0.0	0.002	0.001	0.0	0.002	0.001	0.0	0.0	0.003	0.0	0.0
CPI-SS0A6D0C1BA	TF_TFR2	simple:P02787	simple:Q9UP52	TF	TFR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Transferrin	0.02	0.025	0.058	0.004	0.009	0.043	0.004	0.008	0.042	0.019	0.016	0.036	0.029	0.026	0.046	0.007	0.004	0.024	0.02	0.011	0.023	0.014
CPI-SS0E0098222	TF_TFRC	simple:P02787	simple:P02786	TF	TFRC	True	False	True	curated	False	Ligand-Receptor	Signaling by Transferrin	0.202	0.256	0.219	0.186	0.241	0.204	0.186	0.24	0.203	0.122	0.275	0.267	0.131	0.285	0.277	0.109	0.262	0.254	0.092	0.316	0.096	0.319
CPI-SS0FF0C7449	HFE_TFRC	simple:Q30201	simple:P02786	HFE	TFRC	True	False	True	curated	False	Ligand-Receptor		0.202	0.256	0.219	0.19	0.245	0.208	0.189	0.244	0.206	0.114	0.267	0.259	0.112	0.265	0.257	0.112	0.265	0.257	0.091	0.315	0.098	0.322
CPI-SC01AADFEB3	TGFB1_TGFbeta_receptor2	simple:P01137	complex:TGFbeta_receptor2	TGFB1		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.724	0.7	0.702	0.058	0.034	0.036	0.055	0.031	0.033	0.172	0.161	0.162	0.051	0.04	0.041	0.052	0.041	0.042	0.018	0.041	0.107	0.13
CPI-SC0F36DD437	TGFB2_TGFbeta_receptor2	simple:P61812	complex:TGFbeta_receptor2	TGFB2		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.046	0.022	0.024	0.182	0.158	0.16	0.08	0.056	0.058	0.032	0.021	0.022	0.031	0.019	0.021	0.069	0.058	0.059	0.009	0.032	0.12	0.143
CPI-SC074D3FFBC	TGFB3_TGFbeta_receptor2	simple:P10600	complex:TGFbeta_receptor2	TGFB3		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.05	0.026	0.028	0.056	0.032	0.034	0.062	0.038	0.04	0.032	0.02	0.022	0.034	0.023	0.024	0.041	0.03	0.031	0.009	0.032	0.019	0.042
CPI-SC0DABCC4B5	TGFB1_TGFbeta_receptor1	simple:P01137	complex:TGFbeta_receptor1	TGFB1		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.724	0.7	0.702	0.058	0.034	0.036	0.055	0.031	0.033	0.196	0.161	0.166	0.075	0.04	0.046	0.076	0.041	0.046	0.018	0.075	0.107	0.164
CPI-SC070741884	TGFB2_TGFbeta_receptor1	simple:P61812	complex:TGFbeta_receptor1	TGFB2		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.046	0.022	0.024	0.182	0.158	0.16	0.08	0.056	0.058	0.056	0.021	0.027	0.054	0.019	0.025	0.092	0.058	0.064	0.009	0.065	0.12	0.177
CPI-SC051FC855D	TGFB3_TGFbeta_receptor1	simple:P10600	complex:TGFbeta_receptor1	TGFB3		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.05	0.026	0.028	0.056	0.032	0.034	0.062	0.038	0.04	0.055	0.02	0.026	0.058	0.023	0.029	0.065	0.03	0.036	0.009	0.065	0.019	0.076
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	TGFB1	TGFBR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.732	0.832	0.859	0.066	0.166	0.193	0.062	0.164	0.19	0.224	0.162	0.512	0.103	0.041	0.392	0.104	0.042	0.392	0.132	0.568	0.22	0.657
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	TGFB2	TGFBR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.053	0.154	0.18	0.19	0.29	0.317	0.088	0.189	0.216	0.084	0.022	0.373	0.083	0.02	0.371	0.121	0.059	0.41	0.122	0.558	0.233	0.669
CPI-SS0D46E2B45	TGFB3_TGFBR3	simple:P10600	simple:Q03167	TGFB3	TGFBR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.057	0.158	0.184	0.064	0.164	0.191	0.07	0.17	0.197	0.084	0.021	0.372	0.086	0.024	0.375	0.093	0.031	0.381	0.122	0.558	0.133	0.569
CPI-SS0D62FB89C	FGFR4_TGFBR3	simple:P22455	simple:Q03167	FGFR4	TGFBR3	True	True	True	curated	False	Receptor-Receptor		0.161	0.262	0.288	0.061	0.161	0.188	0.095	0.196	0.222	0.166	0.104	0.455	0.131	0.069	0.419	0.107	0.045	0.395	0.158	0.594	0.123	0.559
CPI-SC0202406F0	TGFB3_integrin_aVb8_complex	simple:P10600	complex:integrin_aVb8_complex	TGFB3		True	False	False	curated	True	Ligand-Receptor	Signaling by Transforming growth factor	0.01	0.036	0.02	0.016	0.042	0.027	0.022	0.048	0.033	0.014	0.013	0.026	0.017	0.015	0.029	0.024	0.022	0.036	0.015	0.077	0.026	0.088
CPI-CS05092CCAC	Triiodothyronine_byDIO3_THRA	complex:Triiodothyronine_byDIO3	simple:P10827		THRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Triiodothyronine	0.172	0.35	0.282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.316	0.103	0.248	0.314	0.101	0.246	0.156	0.183	0.154	0.181
CPI-CS0C2BD6C6B	Triiodothyronine_byDIO3_THRB	complex:Triiodothyronine_byDIO3	simple:P10828		THRB	True	False	False	curated	False	Ligand-Receptor	Signaling by Triiodothyronine	0.011	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.008	0.003	0.012	0.006	0.001	0.419	0.012	0.416	0.01
CPI-CS0245870E9	Lthyroxine_byTPO_THRB	complex:Lthyroxine_byTPO	simple:P10828		THRB	True	False	False	curated	False	Ligand-Receptor		0.01	0.0	0.002	0.008	0.0	0.001	0.011	0.0	0.004	0.012	0.006	0.001	0.014	0.009	0.003	0.012	0.006	0.001	0.691	0.284	0.421	0.014
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	BTLA	TNFRSF14	False	True	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	True	True	curated	False	Adhesion-Adhesion	Signaling by Tumor necrosis factor	0.01	0.018	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.03	0.0	0.003	0.018	0.0	0.0	0.0	0.0	0.0	0.003	0.099
CPI-SS0110361CB	LTA_TNFRSF14	simple:P01374	simple:Q92956	LTA	TNFRSF14	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.007	0.015	0.009	0.006	0.014	0.008	0.0	0.0	0.0	0.0	0.003	0.018	0.0	0.008	0.023	0.0	0.003	0.018	0.004	0.1	0.0	0.0
CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	TNFSF14	TNFRSF14	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.0	0.0	0.0	0.006	0.014	0.008	0.008	0.016	0.01	0.0	0.0	0.0	0.0	0.006	0.021	0.0	0.005	0.02	0.0	0.0	0.003	0.099
CPI-SS0D168412F	FASLG_FAS	simple:P48023	simple:P25445	FASLG	FAS	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.012	0.002	0.0	0.0	0.0	0.019	0.015	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS084BE3E4B	LTA_TNFRSF1A	simple:P01374	simple:P19438	LTA	TNFRSF1A	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.078	0.298	0.105	0.076	0.296	0.104	0.0	0.0	0.0	0.006	0.009	0.133	0.011	0.014	0.138	0.006	0.01	0.134	0.014	0.415	0.0	0.0
CPI-SS04B4619D0	TNF_TNFRSF1A	simple:P01375	simple:P19438	TNF	TNFRSF1A	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.088	0.308	0.116	0.076	0.296	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.012	0.136	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07D9A48A2	LTA_TNFRSF1B	simple:P01374	simple:P20333	LTA	TNFRSF1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.01	0.016	0.092	0.008	0.015	0.092	0.0	0.0	0.0	0.008	0.004	0.086	0.014	0.009	0.091	0.009	0.004	0.087	0.006	0.062	0.0	0.0
CPI-SS0E7D5974D	TNF_TNFRSF1B	simple:P01375	simple:P20333	TNF	TNFRSF1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.02	0.026	0.103	0.008	0.015	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.007	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS085A1A34C	TNFSF10_TNFRSF10A	simple:P50591	simple:O00220	TNFSF10	TNFRSF10A	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.017	0.023	0.015	0.0	0.0	0.0	0.006	0.012	0.004	0.0	0.006	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0
CPI-SS001865B32	TNFSF10_TNFRSF10B	simple:P50591	simple:O14763	TNFSF10	TNFRSF10B	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.04	0.088	0.073	0.0	0.0	0.0	0.028	0.076	0.062	0.03	0.015	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.064
CPI-SS053CE866E	TNFSF10_TNFRSF10C	simple:P50591	simple:O14798	TNFSF10	TNFRSF10C	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.016	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004
CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	TNFSF10	TNFRSF10D	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.04	0.043	0.054	0.0	0.0	0.0	0.028	0.032	0.042	0.016	0.013	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.056
CPI-SS05A3055C3	TNFSF10_TNFRSF11B	simple:P50591	simple:O00300	TNFSF10	TNFRSF11B	True	False	False	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
CPI-SS0F83BE97B	TNFSF11_TNFRSF11B	simple:O14788	simple:O00300	TNFSF11	TNFRSF11B	True	True	False	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	TNFSF11	TNFRSF11A	True	True	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.016	0.005	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.013	0.002	0.02	0.013	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	TNFSF12	TNFRSF12A	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.108	0.108	0.024	0.126	0.127	0.043	0.127	0.128	0.044	0.06	0.018	0.046	0.059	0.017	0.045	0.108	0.066	0.094	0.032	0.041	0.09	0.099
CPI-SS079DDF890	TNFSF12_TNFRSF25	simple:O43508	simple:Q93038	TNFSF12	TNFRSF25	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.091	0.01	0.024	0.11	0.029	0.042	0.111	0.03	0.043	0.016	0.012	0.026	0.015	0.011	0.026	0.064	0.06	0.074	0.014	0.038	0.072	0.096
CPI-SS0B0CF0EDF	TNFSF15_TNFRSF25	simple:O95150	simple:Q93038	TNFSF15	TNFRSF25	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.0	0.0	0.0	0.091	0.01	0.023	0.091	0.01	0.023	0.015	0.01	0.025	0.015	0.01	0.025	0.0	0.0	0.0	0.014	0.038	0.014	0.038
CPI-SS0247B3C14	TNFSF13B_TNFRSF13C	simple:Q9Y275	simple:Q96RJ3	TNFSF13B	TNFRSF13C	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.006	0.003	0.002	0.01	0.008	0.006	0.006	0.004	0.002	0.006	0.007	0.0	0.005	0.006	0.0	0.004	0.006	0.0	0.0	0.0	0.0	0.0
CPI-SS04456F441	TNFSF4_TNFRSF4	simple:P23510	simple:P43489	TNFSF4	TNFRSF4	False	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.01	0.003	0.002	0.01	0.003	0.002	0.012	0.005	0.004	0.0	0.0	0.0	0.01	0.008	0.0	0.012	0.009	0.0	0.0	0.0	0.0	0.023
CPI-SS0431D2256	TNFSF9_TNFRSF9	simple:P41273	simple:Q07011	TNFSF9	TNFRSF9	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.0	0.038	0.038	0.0	0.021	0.021	0.0	0.011	0.011	0.0	0.0	0.015	0.0	0.0	0.024	0.0	0.0	0.047	0.0	0.0	0.0	0.0
CPI-SS033C67295	UTS2_UTS2R	simple:O95399	simple:Q9UKP6	UTS2	UTS2R	True	False	True	curated	False	Ligand-Receptor	Signaling by Urocortin/Urotensin	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.012	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0706A559F	UTS2B_UTS2R	simple:Q765I0	simple:Q9UKP6	UTS2B	UTS2R	True	False	True	curated	False	Ligand-Receptor	Signaling by Urocortin/Urotensin	0.02	0.0	0.0	0.006	0.0	0.0	0.003	0.0	0.0	0.031	0.024	0.0	0.03	0.023	0.0	0.009	0.003	0.0	0.0	0.027	0.0	0.011
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.061	0.454	0.526	0.324	0.717	0.788	0.547	0.94	1.012	0.096	0.093	0.323	0.045	0.043	0.272	0.5	0.497	0.727	0.058	0.073	0.444	0.459
CPI-SS0EC8C81E0	VEGFC_KDR	simple:P49767	simple:P35968	VEGFC	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.032	0.425	0.496	0.07	0.464	0.535	0.089	0.482	0.554	0.102	0.099	0.329	0.141	0.138	0.368	0.057	0.054	0.284	0.032	0.047	0.026	0.041
CPI-SS0EBA5A4D8	VEGFD_KDR	simple:O43915	simple:P35968	VEGFD	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.0	0.0	0.0	0.012	0.404	0.476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS005572B52	VEGFC_FLT4	simple:P49767	simple:P35916	VEGFC	FLT4	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.064	0.026	0.023	0.102	0.065	0.062	0.12	0.083	0.08	0.126	0.108	0.0	0.164	0.146	0.0	0.08	0.062	0.0	0.0	0.0	0.0	0.0
CPI-SS0D883FFF1	VEGFD_FLT4	simple:O43915	simple:P35916	VEGFD	FLT4	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.0	0.0	0.0	0.043	0.006	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC040194150	DKK1_Kremen2_LRP6	simple:O94907	complex:Kremen2_LRP6	DKK1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT inhibition	0.024	0.105	0.035	0.028	0.109	0.039	0.031	0.112	0.042	0.055	0.014	0.01	0.057	0.016	0.012	0.062	0.021	0.017	0.0	0.0	0.043	0.018
CPI-SC0DA910DD5	DKK2_Kremen2_LRP6	simple:Q9UBU2	complex:Kremen2_LRP6	DKK2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.104	0.034	0.054	0.013	0.008	0.0	0.0	0.0	0.054	0.013	0.008	0.0	0.0	0.0	0.0
CPI-SS0961DD05D	WNT1_FRZB	simple:P04628	simple:Q92765	WNT1	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.006	0.03	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.005	0.026	0.009	0.005	0.027	0.008	0.003	0.025	0.039	0.034	0.0	0.0
CPI-SS0BAA8AA30	WNT10A_FRZB	simple:Q9GZT5	simple:Q92765	WNT10A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.006	0.03	0.012	0.479	0.503	0.485	0.046	0.07	0.053	0.012	0.008	0.03	0.014	0.01	0.031	0.039	0.034	0.056	0.044	0.039	0.051	0.045
CPI-SS01072357C	WNT11_FRZB	simple:O96014	simple:Q92765	WNT11	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.038	0.062	0.044	0.009	0.033	0.015	0.007	0.031	0.013	0.048	0.044	0.066	0.021	0.016	0.038	0.012	0.007	0.029	0.0	0.0	0.04	0.034
CPI-SS075B13211	WNT16_FRZB	simple:Q9UBV4	simple:Q92765	WNT16	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.01	0.034	0.016	0.063	0.087	0.069	0.008	0.032	0.014	0.011	0.007	0.028	0.008	0.003	0.025	0.008	0.004	0.026	0.0	0.0	0.041	0.035
CPI-SS02704D1B8	WNT2_FRZB	simple:P09544	simple:Q92765	WNT2	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.021	0.045	0.027	0.014	0.038	0.02	0.0	0.0	0.0	0.008	0.004	0.026	0.011	0.007	0.029	0.007	0.003	0.024	0.043	0.037	0.041	0.035
CPI-SS0786D3749	WNT2B_FRZB	simple:Q93097	simple:Q92765	WNT2B	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.784	0.808	0.79	1.312	1.336	1.318	0.601	0.625	0.607	0.124	0.12	0.142	0.065	0.061	0.082	0.473	0.469	0.49	0.057	0.051	0.307	0.301
CPI-SS0A10C2A8F	WNT3_FRZB	simple:P56703	simple:Q92765	WNT3	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.146	0.17	0.152	0.01	0.034	0.016	0.006	0.03	0.012	0.036	0.032	0.054	0.03	0.026	0.048	0.008	0.003	0.025	0.041	0.035	0.048	0.042
CPI-SS0CCE526F7	WNT3A_FRZB	simple:P56704	simple:Q92765	WNT3A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.016	0.04	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.01	0.032	0.011	0.007	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EE63435D	WNT4_FRZB	simple:P56705	simple:Q92765	WNT4	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.012	0.036	0.018	0.02	0.044	0.026	0.024	0.048	0.03	0.016	0.012	0.034	0.008	0.003	0.025	0.012	0.007	0.029	0.041	0.035	0.044	0.038
CPI-SS007954822	WNT5A_FRZB	simple:P41221	simple:Q92765	WNT5A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.034	0.058	0.04	0.366	0.39	0.372	0.181	0.205	0.187	0.02	0.016	0.038	0.024	0.02	0.042	0.084	0.079	0.101	0.058	0.052	0.079	0.073
CPI-SS05C7CF827	WNT5B_FRZB	simple:Q9H1J7	simple:Q92765	WNT5B	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.116	0.14	0.122	0.006	0.03	0.012	0.006	0.03	0.012	0.044	0.04	0.062	0.033	0.028	0.05	0.0	0.0	0.0	0.069	0.063	0.041	0.035
CPI-SS0BD98A044	WNT6_FRZB	simple:Q9Y6F9	simple:Q92765	WNT6	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.018	0.042	0.024	0.115	0.139	0.121	0.776	0.8	0.782	0.015	0.01	0.032	0.036	0.032	0.053	0.958	0.953	0.975	0.053	0.047	1.513	1.507
CPI-SS0123EE122	WNT7A_FRZB	simple:O00755	simple:Q92765	WNT7A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.006	0.03	0.012	0.006	0.03	0.012	0.0	0.0	0.0	0.009	0.005	0.026	0.009	0.005	0.026	0.0	0.0	0.0	0.0	0.0	0.04	0.034
CPI-SS03BC3A729	WNT7B_FRZB	simple:P56706	simple:Q92765	WNT7B	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.022	0.046	0.028	0.006	0.03	0.012	0.0	0.0	0.0	0.016	0.012	0.034	0.009	0.005	0.026	0.007	0.003	0.024	0.041	0.035	0.0	0.0
CPI-SS0D184698A	WNT8A_FRZB	simple:Q9H1J5	simple:Q92765	WNT8A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.012	0.036	0.018	0.0	0.0	0.0	0.006	0.03	0.012	0.008	0.003	0.025	0.008	0.003	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02C404F4D	WNT8B_FRZB	simple:Q93098	simple:Q92765	WNT8B	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.01	0.034	0.016	0.01	0.034	0.016	0.009	0.005	0.026	0.008	0.003	0.025	0.02	0.015	0.037	0.048	0.042	0.0	0.0
CPI-SS0EBBBD522	WNT9A_FRZB	simple:O14904	simple:Q92765	WNT9A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.019	0.043	0.025	0.008	0.032	0.014	0.006	0.03	0.012	0.02	0.015	0.037	0.021	0.016	0.038	0.008	0.004	0.026	0.044	0.039	0.04	0.034
CPI-SS0AC8C45C5	WNT9B_FRZB	simple:O14905	simple:Q92765	WNT9B	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.006	0.03	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.003	0.025	0.008	0.004	0.026	0.0	0.0	0.0	0.039	0.034	0.0	0.0
CPI-SC036120F96	WNT1_FZD1_LRP5	simple:P04628	complex:FZD1_LRP5	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.038	0.042	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.032	0.022	0.036	0.032	0.022	0.034	0.03	0.02	0.012	0.052	0.0	0.0
CPI-SC0152439C2	WNT10A_FZD1_LRP5	simple:Q9GZT5	complex:FZD1_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.039	0.042	0.021	0.512	0.515	0.494	0.079	0.082	0.061	0.039	0.035	0.025	0.041	0.037	0.027	0.066	0.061	0.052	0.017	0.057	0.024	0.064
CPI-SC0744403E1	WNT11_FZD1_LRP5	simple:O96014	complex:FZD1_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.07	0.074	0.052	0.042	0.045	0.024	0.04	0.043	0.021	0.076	0.071	0.061	0.048	0.044	0.034	0.038	0.034	0.025	0.0	0.0	0.012	0.052
CPI-SC04B4CB182	WNT16_FZD1_LRP5	simple:Q9UBV4	complex:FZD1_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.043	0.046	0.025	0.096	0.099	0.078	0.04	0.044	0.022	0.038	0.034	0.024	0.035	0.031	0.021	0.035	0.031	0.021	0.0	0.0	0.014	0.054
CPI-SC0D5C7F2EB	WNT2_FZD1_LRP5	simple:P09544	complex:FZD1_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.053	0.057	0.035	0.046	0.05	0.028	0.0	0.0	0.0	0.035	0.031	0.021	0.038	0.034	0.024	0.034	0.03	0.02	0.016	0.056	0.014	0.054
CPI-SC086EAFF18	WNT2B_FZD1_LRP5	simple:Q93097	complex:FZD1_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.816	0.82	0.798	1.344	1.348	1.326	0.634	0.637	0.616	0.152	0.147	0.138	0.092	0.088	0.078	0.5	0.496	0.486	0.03	0.069	0.279	0.319
CPI-SC01A9C52E5	WNT3_FZD1_LRP5	simple:P56703	complex:FZD1_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.178	0.182	0.16	0.042	0.046	0.024	0.039	0.042	0.021	0.064	0.059	0.05	0.057	0.053	0.043	0.034	0.03	0.02	0.014	0.053	0.021	0.061
